team,season,name,team,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
PIT,2012,PIT,PIT,Team Level,all,48,0.52,0.5,0.5,173905.0,1428.49,135.31,99.34,321.6,45.71,806.6,576.45,131.08,137.09,132.8,1438.0,547.0,650.0,2635.0,162.0,103.0,28.0,282.0,67.0,606.0,765.0,1276.0,1823.0,215.0,501.0,1489.0,1229.0,227.0,298.0,1469.0,406.0,110.0,44.01,48.3,43.0,52.0,57.0,53.0,2681.36,1985.0,2016.76,161.0,22.07,21.05,21.51,135.88,137.43,134.73,1399.1,123.77,96.31,319.42,45.89,790.03,575.6,118.32,122.99,117.57,1403.0,548.0,735.0,2686.0,119.0,102.0,27.0,290.0,65.0,619.0,756.0,1284.0,1832.0,222.0,517.0,1404.0,1102.0,266.0,263.0,1481.0,364.0,106.0,42.25,44.38,37.14,35.0,44.0,40.0,2654.37,1951.0,1930.28,141.0,21.3,23.59,23.85,121.22,120.4,117.4
PIT,2012,PIT,PIT,Team Level,5on5,48,0.51,0.49,0.5,137475.0,1100.98,87.64,72.84,258.13,35.27,612.42,460.69,85.51,89.42,87.23,1108.0,419.0,514.0,2041.0,107.0,80.0,22.0,214.0,56.0,443.0,627.0,1001.0,1420.0,178.0,424.0,1107.0,1129.0,182.0,223.0,1161.0,313.0,53.0,35.87,36.99,14.78,45.0,41.0,21.0,2087.36,1527.0,1558.76,132.0,15.01,15.33,15.79,86.86,88.42,87.47,1102.19,82.78,72.07,261.0,35.75,617.54,468.87,80.54,82.01,79.78,1111.0,427.0,587.0,2125.0,76.0,72.0,17.0,243.0,54.0,490.0,603.0,1035.0,1462.0,184.0,436.0,1044.0,1023.0,205.0,199.0,1211.0,268.0,59.0,33.99,33.04,15.75,29.0,29.0,18.0,2093.37,1538.0,1517.28,119.0,14.78,13.9,14.52,83.04,82.22,81.06
PIT,2012,PIT,PIT,Team Level,4on5,48,0.03,0.06,0.06,14897.0,12.1,0.94,0.61,1.46,0.34,3.86,11.78,0.94,0.94,0.94,16.0,3.0,5.0,24.0,1.0,0.0,0.0,1.0,0.0,2.0,15.0,15.0,18.0,19.0,41.0,132.0,56.0,24.0,19.0,14.0,5.0,0.0,0.36,0.59,0.0,0.0,1.0,0.0,24.0,19.0,19.0,18.0,0.14,0.0,0.0,1.09,1.09,1.09,197.36,27.13,17.09,41.09,6.76,119.21,63.73,24.73,27.13,24.73,198.0,77.0,93.0,368.0,29.0,23.0,6.0,35.0,5.0,88.0,95.0,169.0,246.0,22.0,49.0,136.0,10.0,8.0,28.0,180.0,62.0,33.0,5.05,7.1,14.99,6.0,10.0,13.0,368.0,275.0,275.0,3.0,4.44,6.83,6.47,25.11,25.11,23.91
PIT,2012,PIT,PIT,Team Level,5on4,48,0.92,0.9,0.91,14786.0,225.32,26.23,19.76,46.21,7.04,139.38,74.4,25.16,26.23,25.16,227.0,86.0,92.0,405.0,34.0,19.0,5.0,49.0,10.0,109.0,92.0,193.0,279.0,14.0,28.0,160.0,17.0,12.0,36.0,226.0,58.0,29.0,5.6,6.83,13.8,4.0,10.0,20.0,405.0,313.0,313.0,4.0,5.02,3.91,3.91,27.34,27.34,26.54,22.46,2.28,1.08,2.74,0.62,6.97,16.31,2.28,2.28,2.28,21.0,9.0,15.0,45.0,3.0,0.0,0.0,1.0,1.0,5.0,20.0,18.0,27.0,11.0,22.0,149.0,44.0,42.0,16.0,19.0,9.0,2.0,0.46,1.11,0.71,0.0,2.0,1.0,45.0,30.0,30.0,12.0,0.26,0.0,0.0,2.54,2.54,2.54
VAN,2012,VAN,VAN,Team Level,other,48,0.57,0.53,0.53,4679.0,90.37,14.8,6.16,17.98,3.03,47.65,36.36,14.32,14.8,14.32,93.0,33.0,35.0,161.0,15.0,3.0,0.0,21.0,6.0,37.0,44.0,78.0,111.0,7.0,12.0,81.0,15.0,12.0,12.0,84.0,25.0,17.0,3.11,3.15,8.54,5.0,3.0,7.0,161.0,126.0,126.0,3.0,1.68,0.34,0.57,15.92,15.92,15.42,80.44,11.32,5.37,16.13,2.54,43.27,31.37,10.51,11.32,10.51,84.0,26.0,32.0,142.0,9.0,10.0,3.0,15.0,2.0,37.0,37.0,75.0,101.0,5.0,10.0,95.0,21.0,20.0,9.0,72.0,23.0,15.0,2.38,2.68,6.26,2.0,1.0,6.0,142.0,110.0,110.0,4.0,1.48,3.4,3.4,9.41,9.41,9.09
VAN,2012,VAN,VAN,Team Level,all,48,0.51,0.52,0.51,176623.0,1363.3,119.11,94.94,312.81,45.58,770.26,571.28,115.43,120.01,116.3,1351.0,563.0,710.0,2624.0,122.0,72.0,20.0,335.0,46.0,631.0,709.0,1229.0,1792.0,225.0,535.0,1365.0,1020.0,324.0,342.0,1472.0,335.0,107.0,41.08,39.15,38.88,44.0,33.0,45.0,2641.37,1914.0,1930.13,220.0,20.89,15.16,18.65,121.36,121.97,119.42,1344.73,116.13,94.57,303.54,43.98,749.72,558.06,112.02,115.23,111.14,1389.0,477.0,566.0,2432.0,115.0,91.0,19.0,331.0,46.0,588.0,696.0,1274.0,1751.0,217.0,517.0,1503.0,1056.0,370.0,323.0,1415.0,357.0,94.0,40.97,43.95,31.21,44.0,34.0,37.0,2408.31,1866.0,1847.35,185.0,20.77,20.45,21.25,115.66,114.78,112.8
VAN,2012,VAN,VAN,Team Level,5on5,48,0.5,0.51,0.5,140158.0,1042.32,81.11,69.01,248.91,35.26,583.4,441.31,78.8,82.01,79.67,1034.0,425.0,536.0,1995.0,84.0,58.0,19.0,270.0,30.0,485.0,533.0,950.0,1375.0,186.0,456.0,1017.0,954.0,259.0,282.0,1136.0,260.0,63.0,31.85,30.03,19.23,35.0,23.0,26.0,2012.37,1459.0,1475.13,196.0,14.21,13.1,16.23,79.1,79.71,78.5,1036.31,81.49,69.07,242.85,34.19,575.31,437.1,79.11,80.59,78.23,1074.0,366.0,442.0,1882.0,80.0,68.0,14.0,263.0,36.0,455.0,539.0,994.0,1360.0,184.0,446.0,1126.0,975.0,296.0,254.0,1117.0,267.0,56.0,33.37,32.91,15.21,39.0,22.0,19.0,1858.31,1440.0,1421.35,159.0,14.2,14.3,14.99,80.7,79.82,78.75
VAN,2012,VAN,VAN,Team Level,4on5,48,0.12,0.12,0.13,16056.0,30.72,2.75,1.49,4.08,0.86,9.01,22.81,2.75,2.75,2.75,28.0,13.0,9.0,50.0,0.0,0.0,0.0,2.0,0.0,4.0,35.0,28.0,41.0,13.0,26.0,129.0,38.0,40.0,18.0,32.0,4.0,5.0,0.89,0.47,1.38,0.0,0.0,0.0,50.0,41.0,41.0,16.0,0.34,0.0,0.0,3.09,3.09,3.08,196.59,20.82,18.7,40.38,6.35,122.0,64.74,19.9,20.82,19.9,193.0,80.0,87.0,360.0,24.0,13.0,2.0,47.0,6.0,94.0,89.0,169.0,249.0,14.0,31.0,148.0,20.0,17.0,45.0,194.0,58.0,21.0,4.45,7.23,9.13,2.0,10.0,12.0,360.0,273.0,273.0,7.0,4.74,2.75,2.85,22.7,22.7,22.12
VAN,2012,VAN,VAN,Team Level,5on4,48,0.89,0.9,0.87,15730.0,199.9,20.45,18.29,41.83,6.44,130.19,70.8,19.57,20.45,19.57,196.0,92.0,130.0,418.0,23.0,11.0,1.0,42.0,10.0,105.0,97.0,173.0,265.0,19.0,41.0,138.0,13.0,13.0,30.0,220.0,46.0,22.0,5.22,5.49,9.73,4.0,7.0,12.0,418.0,288.0,288.0,5.0,4.66,1.71,1.86,23.25,23.25,22.42,31.39,2.5,1.44,4.19,0.89,9.13,24.86,2.5,2.5,2.5,38.0,5.0,5.0,48.0,2.0,0.0,0.0,6.0,2.0,2.0,31.0,36.0,41.0,14.0,30.0,134.0,40.0,37.0,15.0,32.0,9.0,2.0,0.77,1.13,0.61,1.0,1.0,0.0,48.0,43.0,43.0,15.0,0.34,0.0,0.0,2.85,2.85,2.85
DET,2012,DET,DET,Team Level,other,48,0.58,0.53,0.57,5345.0,78.37,13.88,5.39,14.45,2.58,40.71,30.99,13.32,13.88,13.32,76.0,32.0,32.0,140.0,15.0,4.0,3.0,16.0,4.0,32.0,37.0,61.0,93.0,5.0,10.0,89.0,19.0,16.0,13.0,61.0,36.0,11.0,2.23,4.76,6.89,4.0,4.0,7.0,140.0,108.0,108.0,9.0,1.51,1.39,1.39,14.01,14.01,13.53,59.9,10.1,4.19,11.8,2.24,33.24,20.44,9.78,10.1,9.78,57.0,25.0,43.0,125.0,11.0,4.0,3.0,9.0,2.0,23.0,33.0,46.0,71.0,4.0,8.0,55.0,22.0,10.0,12.0,48.0,22.0,12.0,1.9,2.63,5.57,1.0,2.0,8.0,125.0,82.0,82.0,5.0,1.24,1.19,1.19,10.14,10.14,9.93
DET,2012,DET,DET,Team Level,all,48,0.52,0.54,0.54,175664.0,1467.82,124.3,102.74,334.25,47.83,837.78,613.1,120.61,124.95,121.25,1448.0,612.0,675.0,2735.0,122.0,79.0,23.0,359.0,69.0,655.0,777.0,1326.0,1938.0,190.0,423.0,1387.0,865.0,285.0,366.0,1599.0,381.0,80.0,44.58,46.54,33.18,37.0,51.0,34.0,2750.73,2060.0,2068.69,197.0,22.54,19.59,21.66,125.18,125.64,123.08,1278.49,113.7,88.51,287.24,42.46,710.1,538.0,110.36,113.91,110.54,1322.0,458.0,560.0,2340.0,110.0,95.0,24.0,290.0,47.0,546.0,692.0,1212.0,1670.0,206.0,466.0,1343.0,1051.0,304.0,341.0,1355.0,321.0,104.0,38.04,38.88,36.78,29.0,45.0,36.0,2335.69,1780.0,1777.38,206.0,19.53,21.73,22.64,110.58,110.75,109.0
DET,2012,DET,DET,Team Level,5on5,48,0.52,0.54,0.53,138739.0,1118.39,83.85,74.0,265.24,36.32,632.26,471.33,81.5,84.51,82.14,1113.0,450.0,506.0,2069.0,75.0,56.0,12.0,294.0,56.0,481.0,602.0,1038.0,1488.0,161.0,365.0,991.0,777.0,233.0,276.0,1232.0,282.0,49.0,35.49,33.96,14.41,29.0,32.0,14.0,2084.73,1563.0,1571.69,156.0,15.21,12.56,14.14,84.93,85.39,83.94,984.88,76.56,64.79,231.32,32.69,543.21,418.43,74.5,76.77,74.69,1025.0,342.0,425.0,1792.0,67.0,75.0,15.0,242.0,39.0,411.0,533.0,958.0,1300.0,177.0,408.0,1036.0,960.0,232.0,277.0,1069.0,235.0,63.0,30.55,28.33,17.69,21.0,32.0,14.0,1787.69,1367.0,1364.38,184.0,13.34,14.93,15.84,74.05,74.23,73.41
DET,2012,DET,DET,Team Level,4on5,48,0.08,0.1,0.13,14551.0,27.91,2.03,1.27,3.71,0.79,8.34,24.86,2.01,2.03,2.01,26.0,15.0,1.0,42.0,2.0,0.0,0.0,3.0,1.0,6.0,29.0,24.0,39.0,10.0,20.0,132.0,46.0,23.0,29.0,35.0,6.0,0.0,1.08,0.95,0.0,0.0,2.0,0.0,42.0,41.0,41.0,28.0,0.29,0.0,0.0,2.32,2.32,2.3,196.04,23.47,17.72,39.33,6.42,123.13,66.92,22.53,23.47,22.53,198.0,79.0,89.0,366.0,27.0,14.0,6.0,31.0,5.0,110.0,90.0,171.0,250.0,16.0,32.0,125.0,23.0,8.0,37.0,198.0,54.0,25.0,4.55,6.59,12.33,6.0,7.0,14.0,366.0,277.0,277.0,3.0,4.54,5.29,5.29,22.72,22.72,21.99
DET,2012,DET,DET,Team Level,5on4,48,0.87,0.89,0.87,17029.0,243.14,24.54,22.08,50.85,8.15,156.46,85.93,23.78,24.54,23.78,233.0,115.0,136.0,484.0,30.0,19.0,8.0,46.0,8.0,136.0,109.0,203.0,318.0,14.0,28.0,175.0,23.0,13.0,48.0,271.0,57.0,20.0,5.78,6.87,11.88,4.0,13.0,13.0,484.0,348.0,348.0,4.0,5.52,5.64,6.14,23.93,23.93,23.32,37.68,3.57,1.81,4.79,1.1,10.51,32.21,3.55,3.57,3.55,42.0,12.0,3.0,57.0,5.0,2.0,0.0,8.0,1.0,2.0,36.0,37.0,49.0,9.0,18.0,127.0,46.0,54.0,15.0,40.0,10.0,4.0,1.04,1.33,1.19,1.0,4.0,0.0,57.0,54.0,54.0,14.0,0.42,0.32,0.32,3.66,3.66,3.66
BUF,2012,BUF,BUF,Team Level,other,48,0.45,0.45,0.46,7149.0,107.92,17.36,7.64,20.94,3.62,57.13,43.3,16.54,17.36,16.54,111.0,39.0,36.0,186.0,12.0,9.0,3.0,18.0,5.0,49.0,57.0,99.0,138.0,9.0,18.0,98.0,37.0,16.0,16.0,97.0,33.0,20.0,3.15,4.24,9.97,0.0,3.0,9.0,186.0,150.0,150.0,6.0,2.19,3.31,3.31,16.24,16.24,15.68,126.43,21.4,8.2,24.76,4.59,68.78,49.26,20.17,21.4,20.17,122.0,55.0,54.0,231.0,14.0,9.0,2.0,26.0,4.0,57.0,67.0,108.0,163.0,8.0,16.0,113.0,30.0,16.0,13.0,114.0,33.0,30.0,4.05,4.13,13.22,1.0,3.0,10.0,231.0,177.0,177.0,8.0,2.36,2.97,2.97,20.79,20.79,20.13
BUF,2012,BUF,BUF,Team Level,all,48,0.43,0.45,0.45,176768.0,1285.27,110.93,87.47,291.26,41.44,728.25,539.65,106.84,110.56,106.46,1339.0,460.0,606.0,2405.0,118.0,77.0,24.0,283.0,43.0,557.0,721.0,1221.0,1681.0,230.0,542.0,1340.0,1079.0,300.0,385.0,1397.0,302.0,100.0,39.75,35.65,35.53,38.0,45.0,35.0,2386.85,1799.0,1788.85,223.0,19.37,18.77,19.08,111.22,110.78,108.03,1578.63,148.17,109.47,357.16,52.33,894.32,658.56,142.93,148.96,143.7,1606.0,614.0,718.0,2938.0,139.0,100.0,21.0,342.0,59.0,681.0,899.0,1467.0,2081.0,215.0,507.0,1558.0,975.0,313.0,346.0,1658.0,435.0,127.0,49.42,52.51,46.25,46.0,44.0,49.0,2955.43,2220.0,2231.02,184.0,24.35,22.59,23.6,148.92,149.66,146.43
BUF,2012,BUF,BUF,Team Level,5on5,48,0.44,0.45,0.45,138808.0,965.94,72.24,62.8,228.91,31.13,545.78,411.14,70.35,71.87,69.97,1004.0,348.0,461.0,1813.0,81.0,57.0,18.0,224.0,29.0,422.0,539.0,923.0,1271.0,194.0,464.0,953.0,941.0,247.0,295.0,1071.0,224.0,57.0,30.9,25.95,15.39,31.0,34.0,16.0,1794.85,1352.0,1341.85,188.0,12.87,12.45,12.8,72.31,71.87,71.03,1181.79,92.17,77.93,280.33,38.81,671.81,504.94,89.99,92.96,90.76,1201.0,465.0,541.0,2207.0,89.0,72.0,15.0,256.0,46.0,506.0,697.0,1112.0,1577.0,173.0,420.0,1137.0,862.0,252.0,274.0,1297.0,312.0,57.0,38.61,37.53,16.04,35.0,33.0,21.0,2224.43,1666.0,1677.02,148.0,15.97,14.84,15.3,92.84,93.59,92.42
BUF,2012,BUF,BUF,Team Level,4on5,48,0.06,0.1,0.11,15586.0,28.99,2.0,1.23,3.78,0.79,8.79,23.41,1.99,2.0,1.99,34.0,6.0,8.0,48.0,7.0,0.0,0.0,1.0,3.0,7.0,22.0,27.0,33.0,14.0,31.0,156.0,65.0,29.0,24.0,34.0,4.0,2.0,1.05,0.44,0.5,2.0,3.0,2.0,48.0,40.0,40.0,17.0,0.28,0.0,0.0,2.27,2.27,2.27,227.07,30.88,21.39,46.27,7.73,140.99,73.74,29.13,30.88,29.13,236.0,85.0,115.0,436.0,29.0,18.0,4.0,51.0,8.0,109.0,106.0,207.0,292.0,25.0,53.0,165.0,24.0,19.0,35.0,206.0,78.0,37.0,5.54,9.28,16.06,6.0,6.0,17.0,436.0,321.0,321.0,9.0,5.57,4.44,4.97,31.48,31.48,30.1
BUF,2012,BUF,BUF,Team Level,5on4,48,0.84,0.85,0.82,15225.0,182.42,19.33,15.81,37.62,5.9,116.54,61.81,17.95,19.33,17.95,190.0,67.0,101.0,358.0,18.0,11.0,3.0,40.0,6.0,79.0,103.0,172.0,239.0,13.0,29.0,133.0,36.0,8.0,50.0,195.0,41.0,21.0,4.64,5.02,9.67,5.0,5.0,8.0,358.0,257.0,257.0,12.0,4.03,3.01,2.97,20.4,20.4,19.06,43.34,3.72,1.94,5.81,1.2,12.73,30.61,3.65,3.72,3.65,47.0,9.0,8.0,64.0,7.0,1.0,0.0,9.0,1.0,9.0,29.0,40.0,49.0,9.0,18.0,143.0,59.0,26.0,24.0,41.0,12.0,3.0,1.22,1.56,0.93,4.0,2.0,1.0,64.0,56.0,56.0,19.0,0.44,0.35,0.35,3.8,3.8,3.79
FLA,2012,FLA,FLA,Team Level,other,48,0.49,0.47,0.49,3973.0,74.7,14.96,5.39,13.66,2.76,40.76,25.46,14.05,14.96,14.05,71.0,32.0,18.0,121.0,15.0,5.0,3.0,13.0,2.0,35.0,33.0,56.0,88.0,3.0,6.0,65.0,20.0,14.0,11.0,51.0,31.0,21.0,1.61,3.92,9.44,1.0,5.0,9.0,121.0,103.0,103.0,6.0,1.65,1.51,2.25,14.36,14.36,13.55,74.97,15.72,5.19,14.05,2.52,40.03,27.56,14.61,15.72,14.61,75.0,31.0,28.0,134.0,21.0,8.0,3.0,11.0,1.0,41.0,24.0,54.0,85.0,5.0,10.0,54.0,25.0,14.0,5.0,61.0,23.0,22.0,2.19,3.09,10.43,2.0,8.0,11.0,134.0,106.0,106.0,2.0,1.52,2.02,2.15,15.02,15.02,14.07
FLA,2012,FLA,FLA,Team Level,all,48,0.46,0.49,0.48,174887.0,1372.28,120.25,90.71,315.78,45.64,763.41,570.2,114.74,118.96,113.5,1401.0,505.0,606.0,2512.0,109.0,103.0,25.0,349.0,40.0,567.0,738.0,1292.0,1797.0,189.0,455.0,1342.0,1110.0,307.0,287.0,1479.0,316.0,111.0,43.1,38.32,38.83,34.0,35.0,40.0,2446.29,1906.0,1868.72,170.0,19.92,23.05,24.75,115.41,114.18,110.96,1465.7,142.86,100.61,329.02,48.12,815.75,609.71,135.86,144.58,137.54,1504.0,543.0,605.0,2652.0,170.0,120.0,22.0,276.0,39.0,689.0,753.0,1334.0,1877.0,185.0,431.0,1377.0,1344.0,305.0,323.0,1507.0,403.0,137.0,44.45,48.66,49.74,57.0,66.0,47.0,2716.79,2047.0,2086.93,171.0,22.12,25.59,25.72,139.19,140.85,135.89
FLA,2012,FLA,FLA,Team Level,5on5,48,0.47,0.49,0.48,142745.0,1097.92,79.91,69.29,263.91,36.55,611.17,467.18,77.41,78.62,76.17,1113.0,415.0,521.0,2049.0,66.0,79.0,16.0,292.0,35.0,460.0,596.0,1047.0,1462.0,168.0,403.0,1036.0,1030.0,255.0,239.0,1239.0,229.0,60.0,35.73,27.64,16.53,28.0,23.0,15.0,1983.29,1528.0,1490.72,149.0,14.19,16.63,17.6,76.5,75.28,74.26,1163.77,91.93,77.21,272.67,38.45,649.03,495.71,89.89,93.64,91.57,1200.0,425.0,493.0,2118.0,116.0,93.0,14.0,229.0,32.0,547.0,608.0,1084.0,1509.0,159.0,379.0,1085.0,1241.0,249.0,257.0,1243.0,319.0,63.0,37.23,38.14,16.56,47.0,51.0,18.0,2182.79,1625.0,1664.93,142.0,15.85,17.37,17.37,90.41,92.08,91.1
FLA,2012,FLA,FLA,Team Level,4on5,48,0.09,0.12,0.13,14724.0,30.82,3.38,1.55,4.19,0.91,8.99,22.0,3.38,3.38,3.38,32.0,9.0,7.0,48.0,2.0,0.0,0.0,3.0,0.0,4.0,32.0,30.0,39.0,7.0,24.0,116.0,45.0,28.0,13.0,27.0,10.0,4.0,0.85,1.28,1.25,0.0,1.0,1.0,48.0,41.0,41.0,12.0,0.35,0.0,0.0,3.73,3.73,3.73,200.05,32.3,16.95,39.08,6.42,119.23,66.02,28.56,32.3,28.56,202.0,78.0,80.0,360.0,33.0,18.0,5.0,32.0,5.0,95.0,97.0,169.0,247.0,9.0,18.0,124.0,29.0,9.0,37.0,178.0,55.0,47.0,4.47,6.74,21.08,8.0,7.0,18.0,360.0,280.0,280.0,5.0,4.45,5.84,5.84,30.91,30.91,27.88
FLA,2012,FLA,FLA,Team Level,5on4,48,0.88,0.88,0.87,13445.0,168.84,22.0,14.47,34.03,5.43,102.5,55.57,19.91,22.0,19.91,185.0,49.0,60.0,294.0,26.0,19.0,6.0,41.0,3.0,68.0,77.0,159.0,208.0,11.0,22.0,125.0,15.0,10.0,24.0,162.0,46.0,26.0,4.92,5.48,11.6,5.0,6.0,15.0,294.0,234.0,234.0,3.0,3.71,4.9,4.9,20.81,20.81,19.42,26.91,2.92,1.25,3.21,0.73,7.46,20.43,2.8,2.92,2.8,27.0,9.0,4.0,40.0,0.0,1.0,0.0,4.0,1.0,6.0,24.0,27.0,36.0,12.0,24.0,114.0,49.0,33.0,24.0,25.0,6.0,5.0,0.56,0.69,1.67,0.0,0.0,0.0,40.0,36.0,36.0,22.0,0.29,0.36,0.36,2.85,2.85,2.83
NYI,2012,NYI,NYI,Team Level,other,48,0.53,0.53,0.51,5306.0,87.61,18.19,6.04,16.12,2.97,45.73,32.97,17.65,18.19,17.65,88.0,34.0,54.0,176.0,12.0,6.0,1.0,21.0,3.0,35.0,45.0,76.0,110.0,6.0,12.0,80.0,20.0,13.0,19.0,69.0,29.0,24.0,2.26,3.53,12.4,1.0,2.0,9.0,176.0,122.0,122.0,10.0,1.75,1.75,1.75,18.19,18.19,17.7,83.89,16.19,5.68,15.51,2.72,44.75,31.15,14.97,16.19,14.97,88.0,28.0,43.0,159.0,16.0,3.0,2.0,14.0,4.0,45.0,34.0,72.0,100.0,9.0,18.0,81.0,24.0,13.0,16.0,66.0,27.0,23.0,2.25,3.35,10.59,1.0,4.0,11.0,159.0,116.0,116.0,11.0,1.58,1.09,1.73,16.03,16.03,14.94
NYI,2012,NYI,NYI,Team Level,all,48,0.54,0.51,0.51,175636.0,1434.42,142.3,100.19,324.67,49.48,798.32,596.04,137.38,142.99,138.06,1485.0,526.0,752.0,2763.0,135.0,84.0,9.0,357.0,68.0,588.0,779.0,1350.0,1876.0,184.0,425.0,1369.0,1018.0,382.0,475.0,1459.0,423.0,129.0,43.98,50.85,47.47,46.0,51.0,38.0,2773.28,2011.0,2022.16,246.0,22.09,20.23,21.08,143.3,143.97,140.87,1373.67,122.84,94.47,310.53,44.19,775.32,577.65,118.7,122.84,118.71,1352.0,573.0,766.0,2691.0,136.0,84.0,25.0,297.0,37.0,537.0,834.0,1216.0,1789.0,192.0,447.0,1385.0,1098.0,288.0,435.0,1463.0,350.0,112.0,41.84,41.78,39.23,42.0,49.0,45.0,2680.98,1925.0,1920.74,224.0,20.58,19.12,20.23,123.19,123.22,120.86
NYI,2012,NYI,NYI,Team Level,5on5,48,0.52,0.5,0.51,144077.0,1131.95,92.55,75.1,267.48,38.32,633.53,484.03,90.51,93.24,91.19,1173.0,418.0,581.0,2172.0,94.0,61.0,4.0,292.0,57.0,456.0,631.0,1079.0,1497.0,155.0,367.0,1065.0,968.0,325.0,374.0,1205.0,321.0,65.0,36.86,38.19,17.51,41.0,42.0,11.0,2182.28,1591.0,1602.16,205.0,15.4,12.22,12.79,95.16,95.81,94.56,1097.15,85.96,72.76,255.51,35.06,617.29,472.42,83.55,85.95,83.56,1059.0,480.0,635.0,2174.0,96.0,65.0,20.0,239.0,28.0,411.0,700.0,963.0,1443.0,160.0,375.0,1060.0,1006.0,246.0,352.0,1195.0,279.0,65.0,34.64,33.0,18.33,36.0,42.0,18.0,2163.98,1539.0,1534.74,195.0,14.92,14.98,15.48,85.4,85.43,84.54
NYI,2012,NYI,NYI,Team Level,4on5,48,0.13,0.13,0.13,12817.0,25.89,3.0,1.33,3.42,0.74,7.7,18.82,3.0,3.0,3.0,29.0,6.0,14.0,49.0,1.0,0.0,0.0,4.0,2.0,5.0,23.0,28.0,34.0,12.0,24.0,91.0,21.0,36.0,31.0,19.0,13.0,3.0,0.41,1.68,0.92,0.0,0.0,1.0,49.0,35.0,35.0,27.0,0.31,0.0,0.0,3.31,3.31,3.31,175.09,19.31,15.23,37.12,5.88,107.96,59.49,18.82,19.31,18.82,190.0,55.0,74.0,319.0,24.0,15.0,3.0,43.0,5.0,80.0,78.0,166.0,221.0,15.0,36.0,137.0,19.0,7.0,52.0,184.0,38.0,23.0,4.58,4.62,10.1,5.0,3.0,16.0,319.0,245.0,245.0,7.0,3.9,2.88,2.86,20.35,20.35,19.98
NYI,2012,NYI,NYI,Team Level,5on4,48,0.95,0.9,0.91,13436.0,188.97,28.56,17.73,37.66,7.45,111.37,60.23,26.22,28.56,26.22,195.0,68.0,103.0,366.0,28.0,17.0,4.0,40.0,6.0,92.0,80.0,167.0,235.0,11.0,22.0,133.0,9.0,8.0,51.0,166.0,60.0,37.0,4.45,7.45,16.66,4.0,7.0,17.0,366.0,263.0,263.0,4.0,4.63,6.27,6.54,26.65,26.65,25.31,17.53,1.39,0.8,2.39,0.52,5.31,14.59,1.36,1.39,1.36,15.0,10.0,14.0,39.0,0.0,1.0,0.0,1.0,0.0,1.0,22.0,15.0,25.0,8.0,18.0,107.0,49.0,22.0,15.0,18.0,6.0,1.0,0.37,0.81,0.2,0.0,0.0,0.0,39.0,25.0,25.0,11.0,0.18,0.17,0.17,1.4,1.4,1.4
